FSAFIL1,FSAFIL2,FSAFIL3,FSAFIL4,FSAFIL5,FSAFIL6,FSAFIL7,FSAFIL8,FSAFIL9,FSAFIL10,FSAFIL11,FSAFIL12,FSAFIL13,FSAFIL14,FSAFIL15,REL1,REL2,REL3,REL4,REL5,REL6,REL7,REL8,REL9,REL10,REL11,REL12,REL13,REL14,REL15,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,SEX1,SEX2,SEX3,SEX4,SEX5,SEX6,SEX7,SEX8,SEX9,SEX10,SEX11,SEX12,SEX13,SEX14,SEX15,RACETH1,RACETH2,RACETH3,RACETH4,RACETH5,RACETH6,RACETH7,RACETH8,RACETH9,RACETH10,RACETH11,RACETH12,RACETH13,RACETH14,RACETH15,CTZN1,CTZN2,CTZN3,CTZN4,CTZN5,CTZN6,CTZN7,CTZN8,CTZN9,CTZN10,CTZN11,CTZN12,CTZN13,CTZN14,CTZN15,YRSED1,YRSED2,YRSED3,YRSED4,YRSED5,YRSED6,YRSED7,YRSED8,YRSED9,YRSED10,YRSED11,YRSED12,YRSED13,YRSED14,YRSED15,EMPRG1,EMPRG2,EMPRG3,EMPRG4,EMPRG5,EMPRG6,EMPRG7,EMPRG8,EMPRG9,EMPRG10,EMPRG11,EMPRG12,EMPRG13,EMPRG14,EMPRG15,EMPSTA1,EMPSTA2,EMPSTA3,EMPSTA4,EMPSTA5,EMPSTA6,EMPSTA7,EMPSTA8,EMPSTA9,EMPSTA10,EMPSTA11,EMPSTA12,EMPSTA13,EMPSTA14,EMPSTA15,EMPSTB1,EMPSTB2,EMPSTB3,EMPSTB4,EMPSTB5,EMPSTB6,EMPSTB7,EMPSTB8,EMPSTB9,EMPSTB10,EMPSTB11,EMPSTB12,EMPSTB13,EMPSTB14,EMPSTB15,WAGES1,WAGES2,WAGES3,WAGES4,WAGES5,WAGES6,WAGES7,WAGES8,WAGES9,WAGES10,WAGES11,WAGES12,WAGES13,WAGES14,WAGES15,SLFEMP1,SLFEMP2,SLFEMP3,SLFEMP4,SLFEMP5,SLFEMP6,SLFEMP7,SLFEMP8,SLFEMP9,SLFEMP10,SLFEMP11,SLFEMP12,SLFEMP13,SLFEMP14,SLFEMP15,OTHERN1,OTHERN2,OTHERN3,OTHERN4,OTHERN5,OTHERN6,OTHERN7,OTHERN8,OTHERN9,OTHERN10,OTHERN11,OTHERN12,OTHERN13,OTHERN14,OTHERN15,SOCSEC1,SOCSEC2,SOCSEC3,SOCSEC4,SOCSEC5,SOCSEC6,SOCSEC7,SOCSEC8,SOCSEC9,SOCSEC10,SOCSEC11,SOCSEC12,SOCSEC13,SOCSEC14,SOCSEC15,VET1,VET2,VET3,VET4,VET5,VET6,VET7,VET8,VET9,VET10,VET11,VET12,VET13,VET14,VET15,SSI1,SSI2,SSI3,SSI4,SSI5,SSI6,SSI7,SSI8,SSI9,SSI10,SSI11,SSI12,SSI13,SSI14,SSI15,UNEMP1,UNEMP2,UNEMP3,UNEMP4,UNEMP5,UNEMP6,UNEMP7,UNEMP8,UNEMP9,UNEMP10,UNEMP11,UNEMP12,UNEMP13,UNEMP14,UNEMP15,WCOMP1,WCOMP2,WCOMP3,WCOMP4,WCOMP5,WCOMP6,WCOMP7,WCOMP8,WCOMP9,WCOMP10,WCOMP11,WCOMP12,WCOMP13,WCOMP14,WCOMP15,OTHGOV1,OTHGOV2,OTHGOV3,OTHGOV4,OTHGOV5,OTHGOV6,OTHGOV7,OTHGOV8,OTHGOV9,OTHGOV10,OTHGOV11,OTHGOV12,OTHGOV13,OTHGOV14,OTHGOV15,CONT1,CONT2,CONT3,CONT4,CONT5,CONT6,CONT7,CONT8,CONT9,CONT10,CONT11,CONT12,CONT13,CONT14,CONT15,DEEM1,DEEM2,DEEM3,DEEM4,DEEM5,DEEM6,DEEM7,DEEM8,DEEM9,DEEM10,DEEM11,DEEM12,DEEM13,DEEM14,DEEM15,GA1,GA2,GA3,GA4,GA5,GA6,GA7,GA8,GA9,GA10,GA11,GA12,GA13,GA14,GA15,EDLOAN1,EDLOAN2,EDLOAN3,EDLOAN4,EDLOAN5,EDLOAN6,EDLOAN7,EDLOAN8,EDLOAN9,EDLOAN10,EDLOAN11,EDLOAN12,EDLOAN13,EDLOAN14,EDLOAN15,OTHUN1,OTHUN2,OTHUN3,OTHUN4,OTHUN5,OTHUN6,OTHUN7,OTHUN8,OTHUN9,OTHUN10,OTHUN11,OTHUN12,OTHUN13,OTHUN14,OTHUN15,TANF1,TANF2,TANF3,TANF4,TANF5,TANF6,TANF7,TANF8,TANF9,TANF10,TANF11,TANF12,TANF13,TANF14,TANF15,CSUPRT1,CSUPRT2,CSUPRT3,CSUPRT4,CSUPRT5,CSUPRT6,CSUPRT7,CSUPRT8,CSUPRT9,CSUPRT10,CSUPRT11,CSUPRT12,CSUPRT13,CSUPRT14,CSUPRT15,ELEMENT1,ELEMENT2,ELEMENT3,ELEMENT4,ELEMENT5,ELEMENT6,ELEMENT7,ELEMENT8,ELEMENT9,NATURE1,NATURE2,NATURE3,NATURE4,NATURE5,NATURE6,NATURE7,NATURE8,NATURE9,AGENCY1,AGENCY2,AGENCY3,AGENCY4,AGENCY5,AGENCY6,AGENCY7,AGENCY8,AGENCY9,AMOUNT1,AMOUNT2,AMOUNT3,AMOUNT4,AMOUNT5,AMOUNT6,AMOUNT7,AMOUNT8,AMOUNT9,DISCOV1,DISCOV2,DISCOV3,DISCOV4,DISCOV5,DISCOV6,DISCOV7,DISCOV8,DISCOV9,VERIF1,VERIF2,VERIF3,VERIF4,VERIF5,VERIF6,VERIF7,VERIF8,VERIF9,OCCDATE1,OCCDATE2,OCCDATE3,OCCDATE4,OCCDATE5,OCCDATE6,OCCDATE7,OCCDATE8,OCCDATE9,TIMEPER1,TIMEPER2,TIMEPER3,TIMEPER4,TIMEPER5,TIMEPER6,TIMEPER7,TIMEPER8,TIMEPER9,E_FINDG1,E_FINDG2,E_FINDG3,E_FINDG4,E_FINDG5,E_FINDG6,E_FINDG7,E_FINDG8,E_FINDG9,WRKREG1,WRKREG2,WRKREG3,WRKREG4,WRKREG5,WRKREG6,WRKREG7,WRKREG8,WRKREG9,WRKREG10,WRKREG11,WRKREG12,WRKREG13,WRKREG14,WRKREG15,ABWDST1,ABWDST2,ABWDST3,ABWDST4,ABWDST5,ABWDST6,ABWDST7,ABWDST8,ABWDST9,ABWDST10,ABWDST11,ABWDST12,ABWDST13,ABWDST14,ABWDST15,DPCOST1,DPCOST2,DPCOST3,DPCOST4,DPCOST5,DPCOST6,DPCOST7,DPCOST8,DPCOST9,DPCOST10,DPCOST11,DPCOST12,DPCOST13,DPCOST14,DPCOST15,ENERGY1,ENERGY2,ENERGY3,ENERGY4,ENERGY5,ENERGY6,ENERGY7,ENERGY8,ENERGY9,ENERGY10,ENERGY11,ENERGY12,ENERGY13,ENERGY14,ENERGY15,WGESUP1,WGESUP2,WGESUP3,WGESUP4,WGESUP5,WGESUP6,WGESUP7,WGESUP8,WGESUP9,WGESUP10,WGESUP11,WGESUP12,WGESUP13,WGESUP14,WGESUP15,DIVER1,DIVER2,DIVER3,DIVER4,DIVER5,DIVER6,DIVER7,DIVER8,DIVER9,DIVER10,DIVER11,DIVER12,DIVER13,DIVER14,DIVER15,REGIONCD,STATE,REVNUM,LOCALCOD,YRMONTH,STATUS,AMTERR,RAWHSIZE,RCNTACTN,ACTNTYPE,CERTHHSZ,LIQRESOR,REALPROP,FSVEHAST,OTHNLRES,CASE,CERTMTH,RAWBEN,EXPEDSER,AUTHREP,FSMEDEXP,FSDEPDED,RAWNET,HOMEDED,VEHICLEA,VEHICLEB,SUA1,SUA2,FSCSEXP,RENT,SHELDED,ALLADJ,AMTADJ,CAT_ELIG,STRATUM,HHLDNO,FSUN1,FSUN2,FSUN3,FSUN4,FSUN5,FSUN6,FSUN7,FSUN8,FSUN9,FSUN10,FSUN11,FSUN12,FSUN13,FSUN14,FSUN15,CTPRHH,RAWGROSS,RAWERND,FSASSET,FSSLTEXP,UTIL,COUPFIX,FSUSIZE,BENMAX,MN_FIP,FSNKID,ERN_INC_DED_PCT,FSNELDER,FSDIS,FSNK5T17,FSNK0T4,FSNGMOM,NETSCRN,HOMELESS_DED,FSSTDDED,SHELCAP,REGION,LASTCERT,FSMEDDED,EXCL_FSCSEXP,FSOTHERN,FSSLFEMP,FSWAGES,FSCSUPRT,FSTANF,FSCONT,FSDEEM,FSOTHGOV,FSOTHUN,FSSOCSEC,FSEDLOAN,FSGA,FSUNEMP,FSVET,FSWCOMP,FSDIVER,FSSSI,FSWGESUP,FSENERGY,TANF_IND,FSEARN,FSUNEARN,FSERNDED,FSGRINC,TPOV,WRK_POOR,FSSLTDED,FSTOTDED,FSNETINC,FSBEN,FSMINBEN,FSSTDDE2,FSERNDE2,FSDEPDE2,FSMEDDE2,FSSLTDE2,FSTOTDE2,HWGT,FYWGT,COUNTYCD,urbrur,FSNONCIT
1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,530001,10,200210,1,0,1,20020301,2,1,0,0,0,0,1,24,114,2,2,0,0,531,1,1,1,4,1,0,550,0,1,0,1,0,1,1,,,,,,,,,,,,,,,1,747,0,0,550,0,114,1,139,0,0,0.1999999285,0,1,0,0,0,739,0,134,367,1,7,0,0,0,0,0,0,0,0,0,0,0,587,0,160,0,0,0,0,0,0,0,0,0,747,0,747,101,0,243,377,370,28,0,201,0,0,0,243,377,1231.4894366,102.62411972,3,1,0
1,1,1,1,1,1,1,1,1,,,,,,,1,2,4,4,4,4,4,4,4,,,,,,,35,28,12,11,9,6,5,3,2,,,,,,,1,2,1,1,1,2,2,2,2,,,,,,,3,3,3,3,3,3,3,3,3,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,B,B,6,5,3,1,0,0,0,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,2,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,530002,10,200210,1,0,9,20011022,1,9,0,0,0,0,1,19,781,3,2,0,0,538,1,1,1,1,,0,950,454,1,0,1,0,2,1,1,1,1,1,1,1,1,1,,,,,,,9,1160,0,0,950,0,781,9,943,0,7,0.1999999285,0,1,5,2,0,2792,0,168,367,1,11,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,1045,0,0,0,0,1160,0,1160,42,0,454,622,538,782,0,252,0,0,0,454,622,1231.4894366,102.62411972,3,1,0
1,1,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,56,8,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,B,3,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,530003,10,200210,1,0,2,20020820,1,2,693,0,0,0,1,12,11,3,2,0,0,814,1,4,1,2,2,0,300,0,1,0,1,0,3,1,1,,,,,,,,,,,,,,2,948,0,693,342,42,11,2,256,0,1,0.1999999285,0,1,1,0,1,995,0,134,367,1,1,0,0,0,0,0,0,333,0,0,0,0,0,0,70,0,0,0,0,545,0,0,1,0,948,0,948,95,0,0,134,814,12,0,134,0,0,0,0,134,1231.4894366,102.62411972,3,1,0
1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,530004,10,200210,1,0,1,20020910,1,1,0,0,0,0,1,6,139,3,2,0,0,51,1,1,1,1,,0,0,340,1,0,2,0,4,1,,,,,,,,,,,,,,,1,231,47,0,0,0,139,1,139,0,0,0.1999999285,0,0,0,0,0,739,0,134,367,1,1,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,46,231,31,1,0,180,51,124,0,134,46,0,0,0,180,1231.4894366,102.62411972,3,1,0
1,4,1,1,1,1,,,,,,,,,,1,4,4,4,4,5,,,,,,,,,,49,20,17,15,14,1,,,,,,,,,,2,2,1,1,1,2,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,3,7,6,6,6,1,,,,,,,,,,B,B,B,B,9,0,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,8,1,1,1,1,1,,,,,,,,,,4,1,1,1,1,1,,,,,,,,,,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,150,311,,,,,,200,201,13,32,,,,,,15,16,16,15,,,,,,209,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,2,2,7,4,,,,,,200205,200205,200205,200205,,,,,,2,2,2,2,,,,,,2,3,3,2,,,,,,3,3,3,3,3,3,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,530005,10,200210,2,209,6,20020409,2,5,0,0,0,0,1,6,465,3,2,0,0,989,1,1,1,4,1,0,600,262,1,0,2,0,5,1,0,1,1,1,1,,,,,,,,,,6,1747,349,0,600,0,256,5,553,0,4,0.1999999285,0,0,3,1,1,1765,0,147,367,1,6,0,0,0,0,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747,0,349,1747,99,1,0,496,1251,178,0,147,349,0,0,0,496,1231.4894366,102.62411972,3,1,4
1,1,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,26,6,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,B,0,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,,,,,,,,,35,,,,,,,,,1,,,,,,,,,30,0,0,0,0,0,0,0,0,7,,,,,,,,,7,,,,,,,,,200207,,,,,,,,,1,,,,,,,,,2,,,,,,,,,5,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,530007,10,200210,2,30,2,20021001,2,2,0,0,0,0,1,6,256,3,2,0,0,0,1,1,,3,1,0,279,367,1,0,2,0,7,1,1,,,,,,,,,,,,,,2,0,0,0,566,287,226,2,256,0,1,0.1999999285,0,0,1,0,1,995,0,134,367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,501,0,256,0,0,0,0,0,0,0,1231.4894366,102.62411972,3,1,0
1,1,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,64,57,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,B,B,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,150,,,,,,,,6,12,,,,,,,,12,12,,,,,,,,55,0,0,0,0,0,0,0,0,1,1,,,,,,,,7,7,,,,,,,,199810,199810,,,,,,,,1,1,,,,,,,,3,3,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,530010,10,200210,3,55,2,20020515,2,2,406,0,0,0,1,24,10,3,2,0,0,636,1,4,1,2,1,0,223,0,3,10,1,0,10,1,1,,,,,,,,,,,,,,2,770,0,406,279,56,65,2,256,0,0,0.1999999285,1,0,0,0,0,995,0,134,367,1,5,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,545,0,0,0,0,770,0,770,77,0,0,134,636,65,0,134,0,0,0,0,134,1231.4894366,102.62411972,3,1,0
1,1,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,20,2,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,B,0,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,530012,10,200210,1,0,2,20020711,2,2,0,0,0,0,1,12,256,3,2,0,0,0,1,1,1,4,2,0,500,367,1,0,1,0,12,1,1,,,,,,,,,,,,,,2,443,0,0,644,144,256,2,256,0,1,0.1999999285,0,0,0,1,1,995,0,134,367,1,3,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,443,0,443,45,0,367,501,0,256,0,76,0,0,0,309,443,1231.4894366,102.62411972,3,1,0
